"Country","2023","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999"
"BRIC",21209.3954328,20822.0497013,20336.1063675,19977.7086082,20915.2735743,20489.3475406,20261.3090738,20282.8956743,20303.0882392,19780.9084199,19296.9906172,18957.8767562,18704.2413293,18511.5435933,17665.750005,17347.2151818,16855.9419428,16394.470479,16092.5321894,15577.9017211,14332.5928994,13386.9099729,12455.0553773,11825.7266722,11202.3418704
"non-BRIC",20512.813425233,19906.882350535,19627.929249773,19096.636641543,20069.780238424,21263.512838918,20972.79174874,20427.5617845,19798.02383294,19720.27984239,19309.63822707,19413.09800861,19993.76817855,20158.08184968,19641.604255258,19896.889736171,20597.874060813,20590.741625516,20556.68398883,20939.98897024,20106.607238577,19590.729663726,19614.033623003,19715.979055262,19648.387627663
