"Country","2023","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999"
"BRIC",39067175,35455701,34295902,32069078,34901454,37631324,38049295,36068104,32442932,32610036,31919875,29082132,27744303,26606806,20340479,16637785,15773455,13327908,11241637,10449007,8711792,7192880,6216970,5757527,5168682
"non-BRIC",38988778,34893446,32466356,33453968,40620933,42228115,43091627,41729816,41701514,41492992,40621220,40807675,39615773,39636791,32797669,41893931,43160061,41491305,40607862,39322338,37459116,37200118,36650956,37671031,36033065
